sale_id,order_date,customer_id,product_id,region,quantity,unit_price,discount
SALE0000030,2025-12-23,CUST00718,PROD00097,Europe South,6,1389.99,0.1
SALE0000031,2025-08-02,CUST00146,PROD00110,Europe South,10,195.12,0.0
SALE0000032,2025-05-21,CUST00556,PROD00009,North America,5,1303.18,0.0
SALE0000033,2025-05-19,CUST00039,PROD00137,Europe West,2,337.11,0.0
SALE0000034,2024-08-28,CUST00617,PROD00029,Europe South,4,262.59,0.0
SALE0000035,2025-06-25,CUST00490,PROD00102,Europe South,1,1478.78,0.0
SALE0000036,2025-09-22,CUST00207,PROD00109,North America,3,1426.19,0.0
SALE0000037,2024-07-02,CUST00941,PROD00040,North America,6,163.37,0.0
SALE0000038,2024-01-25,CUST00152,PROD00072,Europe South,10,1036.39,0.15
SALE0000039,2024-05-27,CUST00793,PROD00139,Europe West,2,818.96,0.2
SALE0000040,2025-06-24,CUST00882,PROD00008,Asia Pacific,6,1528.82,0.0
SALE0000041,2025-01-19,CUST00722,PROD00142,North America,7,423.2,0.1
SALE0000042,2024-04-15,CUST00345,PROD00050,Asia Pacific,5,1484.15,0.0
SALE0000043,2024-05-21,CUST01000,PROD00108,North America,3,1993.95,0.15
SALE0000044,2025-03-25,CUST00811,PROD00029,North America,8,262.59,0.15
SALE0000045,2024-11-22,CUST00179,PROD00158,Europe Central,9,71.85,0.15
SALE0000046,2025-09-22,CUST00806,PROD00087,Europe West,6,1995.6,0.0
SALE0000047,2025-11-14,CUST00604,PROD00032,North America,3,1773.97,0.05
SALE0000048,2024-11-12,CUST00752,PROD00108,Europe South,5,1993.95,0.0
SALE0000049,2024-07-02,CUST00747,PROD00124,North America,1,270.11,0.15
SALE0000050,2025-08-11,CUST00401,PROD00123,Europe West,10,1328.26,0.0
SALE0000051,2024-07-07,CUST00617,PROD00127,Europe South,6,1852.82,
SALE0000052,2025-09-20,CUST00227,PROD00162,North America,10,507.21,0.0
SALE0000053,2025-05-25,CUST00145,PROD00134,Europe West,6,1562.07,0.15
SALE0000054,2024-03-22,CUST00244,PROD00151,Europe West,6,1714.58,0.0
SALE0000055,2024-06-22,CUST00652,PROD00073,Europe West,2,101.4,0.2
SALE0000056,2025-12-28,CUST00687,PROD00086,Europe West,6,742.86,0.05
SALE0000057,2024-01-14,CUST00272,PROD00036,Europe West,4,551.24,0.0
SALE0000058,2025-12-12,CUST00070,PROD00036,Asia Pacific,6,551.24,0.0
SALE0000059,2024-04-22,CUST00738,PROD00134,Europe South,1,1562.07,0.0
SALE0000060,2025-02-01,CUST00449,PROD00020,North America,7,1485.97,0.0
SALE0000061,2025-03-01,CUST00505,PROD00156,Asia Pacific,7,107.41,0.0
SALE0000062,2025-07-15,CUST00385,PROD00015,Europe West,2,181.56,0.2
SALE0000063,2025-05-07,CUST00808,PROD00100,Europe South,10,1520.27,0.15
SALE0000064,2025-12-06,CUST00231,PROD00136,Europe West,3,319.27,0.05
SALE0000065,2024-03-18,CUST00819,PROD00097,Europe West,1,1389.99,0.0
SALE0000066,2024-01-23,CUST00327,PROD00034,North America,5,68.42,0.0
SALE0000067,2024-03-18,CUST00351,PROD00092,North America,3,309.63,0.05
SALE0000068,2024-06-15,CUST00750,PROD00045,Asia Pacific,2,323.05,0.1
SALE0000069,2024-04-07,CUST00347,PROD00080,Europe West,10,918.92,0.1
SALE0000070,2025-05-11,CUST00722,PROD00067,North America,1,165.0,0.05
SALE0000071,2025-11-02,CUST00169,PROD00010,Asia Pacific,10,1289.88,0.05
SALE0000072,2024-06-11,CUST00055,PROD00069,Europe Central,2,1349.92,0.0
SALE0000073,2024-07-31,CUST00998,PROD00144,Europe South,4,1706.44,0.05
SALE0000074,2025-12-16,CUST00568,PROD00164,Europe West,9,1609.75,0.0
SALE0000075,2025-11-09,CUST00289,PROD00138,Asia Pacific,5,937.45,
SALE0000076,2024-04-10,CUST00051,PROD00066,North America,7,549.8,0.1
SALE0000077,2025-07-18,CUST00861,PROD00039,Europe West,8,1157.54,0.0
SALE0000078,2024-02-27,CUST00370,PROD00156,Europe South,1,107.41,0.05
SALE0000079,2024-04-01,CUST00302,PROD00099,Europe West,10,676.68,0.05
SALE0000080,2024-07-25,CUST00100,PROD00121,Europe West,1,1187.87,0.0
SALE0000081,2024-06-25,CUST00654,PROD00033,Europe West,5,1545.15,0.0
SALE0000082,2025-05-01,CUST00865,PROD00007,Europe South,2,1177.01,0.0
SALE0000083,2025-02-13,CUST00483,PROD00105,North America,8,483.95,0.15
SALE0000084,2024-09-30,CUST00094,PROD00076,Europe West,9,1733.4,0.05
SALE0000085,2024-07-10,CUST00380,PROD00032,North America,7,1773.97,0.0
SALE0000086,2024-07-12,CUST00457,PROD00116,Europe South,1,1949.36,0.0
SALE0000087,2025-03-28,CUST00477,PROD00100,North America,5,1520.27,0.0
SALE0000088,2024-10-04,CUST00578,PROD00134,Europe West,1,1562.07,0.0
SALE0000089,2025-12-16,CUST00684,PROD00035,North America,2,1616.14,0.0
SALE0000090,2025-11-17,CUST00353,PROD00110,Europe West,9,195.12,0.05
SALE0000091,2025-08-28,CUST00233,PROD00078,Asia Pacific,9,628.29,0.0
SALE0000092,2025-02-02,CUST00839,PROD00123,Europe West,9,1328.26,0.05
SALE0000093,2025-07-04,CUST00704,PROD00167,North America,8,1662.44,
SALE0000094,2024-08-31,CUST00488,PROD00056,Europe West,5,1841.25,0.0
SALE0000095,2025-02-10,CUST00925,PROD00035,North America,1,1616.14,0.1
SALE0000096,2025-08-09,CUST00923,PROD00092,Europe South,9,309.63,0.2
SALE0000097,2025-08-10,CUST00694,PROD00155,North America,10,798.53,0.0
SALE0000098,2024-05-05,CUST00973,PROD00154,Europe South,8,1937.12,0.0
SALE0000099,2024-06-22,CUST00996,PROD00151,North America,4,1714.58,0.2
SALE0000100,2024-07-18,CUST00130,PROD00044,Europe Central,1,342.09,0.05
SALE0000101,2024-03-23,CUST00700,PROD00039,North America,7,1157.54,0.0
SALE0000102,2025-10-06,CUST00152,PROD00154,Europe South,10,1937.12,0.0
SALE0000103,2024-11-25,CUST00933,PROD00055,Asia Pacific,2,734.31,0.0
SALE0000104,2025-02-03,CUST00570,PROD00155,North America,7,798.53,0.1
SALE0000105,2024-12-01,CUST00878,PROD00156,Europe South,5,107.41,0.1
SALE0000106,2025-04-16,CUST00940,PROD00002,Europe West,1,167.25,0.2
SALE0000107,2025-12-20,CUST00639,PROD00119,Europe South,10,1278.06,0.1
SALE0000108,2025-03-07,CUST00116,PROD00045,North America,7,323.05,0.0
SALE0000109,2024-06-02,CUST00581,PROD00144,Europe South,10,1706.44,0.1
SALE0000110,2024-04-14,CUST00948,PROD00033,Europe South,2,1545.15,0.1
SALE0000111,2024-04-15,CUST00805,PROD00111,Europe West,5,1843.34,0.2
SALE0000112,2025-07-04,CUST00902,PROD00142,Europe Central,6,423.2,0.05
SALE0000113,2024-09-29,CUST00393,PROD00145,Asia Pacific,8,189.94,0.1
SALE0000114,2025-09-17,CUST00485,PROD00067,Europe West,1,165.0,0.0
SALE0000115,2024-10-11,CUST00413,PROD00158,North America,3,71.85,0.1
SALE0000116,2025-09-17,CUST00698,PROD00039,Europe South,7,1157.54,0.0
SALE0000117,2025-02-11,CUST00911,PROD00095,Europe West,6,1087.67,0.15
SALE0000118,2024-09-02,CUST00051,PROD00138,North America,8,937.45,0.0
SALE0000119,2025-01-18,CUST00021,PROD00017,Europe West,6,912.21,0.2
SALE0000120,2024-11-08,CUST00319,PROD00055,Europe South,5,734.31,0.2
SALE0000121,2025-05-20,CUST00879,PROD00107,Europe South,2,129.19,0.2
SALE0000122,2024-08-23,CUST00138,PROD00038,Europe South,5,1427.52,0.15
SALE0000123,2025-03-31,CUST00793,PROD00083,Europe West,6,1571.17,0.0
SALE0000124,2025-03-04,CUST00620,PROD00026,North America,2,1906.5,0.0
SALE0000125,2025-03-30,CUST00217,PROD00125,Europe South,7,590.44,0.15
SALE0000126,2025-05-13,CUST00778,PROD00049,Europe South,9,239.51,0.2
SALE0000127,2025-01-19,CUST00841,PROD00052,North America,1,1718.79,0.1
SALE0000128,2024-06-13,CUST00068,PROD00095,North America,5,1087.67,0.15
SALE0000129,2025-06-04,CUST00414,PROD00140,Europe South,3,1076.49,0.2
SALE0000130,2025-06-22,CUST00901,PROD00005,Europe South,10,319.2,0.0
SALE0000131,2024-06-28,CUST00198,PROD00157,North America,4,604.69,0.2
SALE0000132,2024-03-02,CUST00256,PROD00036,Europe West,1,551.24,0.05
SALE0000133,2024-02-23,CUST00941,PROD00024,North America,6,1405.98,0.15
SALE0000134,2024-07-24,CUST00281,PROD00118,Asia Pacific,6,1015.8,0.2
SALE0000135,2025-04-22,CUST00518,PROD00140,Europe West,7,1076.49,0.15
SALE0000136,2024-05-08,CUST00698,PROD00129,Europe South,1,1473.35,0.0
SALE0000137,2025-01-18,CUST00501,PROD00064,Asia Pacific,10,838.35,0.05
SALE0000138,2024-07-02,CUST00984,PROD00083,Europe West,8,1571.17,0.1
SALE0000139,2025-07-20,CUST00359,PROD00148,North America,6,1412.36,0.0
SALE0000140,2024-09-23,CUST00767,PROD00067,Europe South,2,165.0,0.0
SALE0000141,2024-01-31,CUST00396,PROD00155,Europe West,1,798.53,0.0
SALE0000142,2025-08-10,CUST00799,PROD00058,Asia Pacific,4,1716.4,0.2
SALE0000143,2024-08-16,CUST00663,PROD00120,Asia Pacific,4,794.76,0.15
SALE0000144,2024-08-01,CUST00276,PROD00064,Europe West,7,838.35,0.1
SALE0000145,2024-01-23,CUST00886,PROD00054,North America,1,101.5,0.05
SALE0000146,2024-05-17,CUST00663,PROD00059,Asia Pacific,3,1110.2,0.1
SALE0000147,2024-01-11,CUST00230,PROD00096,Asia Pacific,5,1275.52,0.1
SALE0000148,2024-11-10,CUST00730,PROD00110,North America,5,195.12,0.05
SALE0000149,2025-01-22,CUST00873,PROD00156,Europe South,6,107.41,0.05
SALE0000150,2024-09-17,CUST00224,PROD00002,Europe Central,8,167.25,0.0
SALE0000151,2025-11-26,CUST00534,PROD00113,Europe South,10,1044.32,
SALE0000152,2025-08-23,CUST00105,PROD00014,Europe West,1,484.89,0.1
SALE0000153,2025-11-11,CUST00990,PROD00146,North America,6,1617.12,0.1
SALE0000154,2025-10-26,CUST00609,PROD00082,Europe South,10,590.27,0.0
SALE0000155,2024-11-03,CUST00701,PROD00142,Europe West,2,423.2,0.05
SALE0000156,2024-03-08,CUST00345,PROD00120,Asia Pacific,5,794.76,0.15
SALE0000157,2024-11-30,CUST00883,PROD00083,Asia Pacific,5,1571.17,0.0
SALE0000158,2025-11-04,CUST00729,PROD00160,Asia Pacific,5,909.88,0.0
SALE0000159,2024-06-04,CUST00530,PROD00122,Europe South,4,133.94,0.0
SALE0000160,2025-09-08,CUST00414,PROD00026,Europe South,6,1906.5,0.15
SALE0000161,2024-05-25,CUST00739,PROD00006,Europe West,1,660.23,0.15
SALE0000162,2025-05-26,CUST00303,PROD00092,Europe West,5,309.63,0.05
SALE0000163,2025-02-20,CUST00398,PROD00060,Europe South,1,1828.76,0.1
SALE0000164,2025-12-28,CUST00586,PROD00095,Europe South,4,1087.67,0.0
SALE0000165,2026-01-02,CUST00228,PROD00153,Asia Pacific,9,1425.2,0.15
SALE0000166,2025-05-04,CUST00929,PROD00118,North America,6,1015.8,0.1
SALE0000167,2024-11-05,CUST00866,PROD00051,Europe South,3,15.11,0.2
SALE0000168,2025-11-06,CUST00898,PROD00137,Europe West,9,337.11,0.0
SALE0000169,2024-10-29,CUST00100,PROD00111,Europe West,8,1843.34,0.0
SALE0000170,2024-09-23,CUST00743,PROD00053,Asia Pacific,9,34.45,0.2
SALE0000171,2024-07-08,CUST00970,PROD00078,North America,6,628.29,0.15
SALE0000172,2024-04-03,CUST00228,PROD00011,Asia Pacific,6,627.24,0.0
SALE0000173,2024-11-12,CUST00431,PROD00072,Europe West,6,1036.39,0.0
SALE0000174,2024-09-25,CUST00600,PROD00164,Europe West,5,1609.75,0.05
SALE0000175,2024-05-02,CUST00482,PROD00129,North America,1,1473.35,0.2
SALE0000176,2025-10-13,CUST00598,PROD00096,Europe South,10,1275.52,0.1
SALE0000177,2024-03-15,CUST00484,PROD00142,Europe South,4,423.2,0.1
SALE0000178,2024-05-04,CUST00889,PROD00020,Europe South,7,1485.97,0.1
SALE0000179,2024-11-03,CUST00424,PROD00067,Europe West,1,165.0,0.2
SALE0000180,2024-06-05,CUST00141,PROD00067,North America,4,165.0,0.0
SALE0000181,2025-02-25,CUST00584,PROD00146,North America,8,1617.12,0.0
SALE0000182,2024-11-21,CUST00884,PROD00120,Europe South,3,794.76,0.2
SALE0000183,2024-03-25,CUST00500,PROD00045,Europe South,6,323.05,0.15
SALE0000184,2024-07-02,CUST00321,PROD00154,Europe South,1,1937.12,0.0
SALE0000185,2025-04-09,CUST00281,PROD00093,Asia Pacific,4,1865.47,0.2
SALE0000186,2024-06-23,CUST00591,PROD00147,Europe West,3,615.39,0.05
SALE0000187,2024-04-02,CUST00133,PROD00022,Europe South,10,247.69,0.05
SALE0000188,2025-10-12,CUST00440,PROD00031,Europe South,7,544.84,0.05
SALE0000189,2025-05-05,CUST00393,PROD00123,Asia Pacific,1,1328.26,0.0
SALE0000190,2025-07-02,CUST00205,PROD00150,Europe South,6,437.89,0.0
SALE0000191,2024-11-27,CUST00776,PROD00046,Europe Central,9,1548.92,0.0
SALE0000192,2024-01-21,CUST00693,PROD00110,North America,1,195.12,0.15
SALE0000193,2024-09-13,CUST00232,PROD00073,Europe Central,6,101.4,0.0
SALE0000194,2024-05-14,CUST00106,PROD00107,North America,7,129.19,0.1
SALE0000195,2025-08-27,CUST00314,PROD00018,Europe South,3,1221.58,0.0
SALE0000196,2024-02-18,CUST00306,PROD00064,Asia Pacific,5,838.35,0.05
SALE0000197,2025-06-18,CUST00611,PROD00045,Europe West,9,323.05,0.0
SALE0000198,2025-03-22,CUST00910,PROD00162,Europe West,3,507.21,0.0
SALE0000199,2025-05-18,CUST00368,PROD00110,Asia Pacific,4,195.12,0.0
SALE0000200,2025-02-19,CUST00020,PROD00064,Asia Pacific,4,838.35,0.0
SALE0000201,2024-05-16,CUST00217,PROD00089,Europe South,1,1467.6,0.1
SALE0000202,2025-06-02,CUST00174,PROD00035,North America,2,1616.14,0.0
SALE0000203,2025-12-31,CUST00667,PROD00155,Europe Central,1,798.53,0.05
SALE0000204,2025-10-19,CUST00262,PROD00097,Europe South,9,1389.99,0.1
SALE0000205,2024-02-21,CUST00609,PROD00053,Europe South,1,34.45,0.15
SALE0000206,2024-04-22,CUST00670,PROD00005,Asia Pacific,1,319.2,0.0
SALE0000207,2025-12-09,CUST00119,PROD00012,North America,7,880.6,0.05
SALE0000208,2025-01-26,CUST00127,PROD00014,Europe South,9,484.89,0.0
SALE0000209,2025-05-02,CUST00719,PROD00090,Europe Central,3,1097.65,0.0
SALE0000210,2025-12-14,CUST00703,PROD00153,Europe South,1,1425.2,0.0
SALE0000211,2025-03-08,CUST00678,PROD00072,Europe West,2,1036.39,0.15
SALE0000212,2025-06-18,CUST00277,PROD00068,Europe Central,10,751.89,0.1
SALE0000213,2025-12-20,CUST00141,PROD00112,North America,7,1795.6,0.2
SALE0000214,2024-04-19,CUST00524,PROD00056,Europe West,10,1841.25,0.0
SALE0000215,2024-10-18,CUST00117,PROD00132,Europe West,2,158.63,0.05
SALE0000216,2024-07-24,CUST00624,PROD00079,Asia Pacific,4,181.91,0.2
SALE0000217,2024-09-28,CUST00852,PROD00086,Europe South,9,742.86,0.0
SALE0000218,2025-01-03,CUST00721,PROD00077,North America,7,1549.32,0.0
SALE0000219,2024-06-15,CUST00041,PROD00094,Europe South,9,57.58,0.05
SALE0000220,2024-08-02,CUST00705,PROD00077,Europe West,8,1549.32,0.0
SALE0000221,2024-08-30,CUST00003,PROD00151,North America,1,1714.58,0.15
SALE0000222,2024-04-03,CUST00929,PROD00091,North America,2,1593.99,0.2
SALE0000223,2025-08-12,CUST00686,PROD00015,Asia Pacific,8,181.56,0.0
SALE0000224,2024-04-04,CUST00799,PROD00166,Asia Pacific,9,33.79,0.0
SALE0000225,2024-04-15,CUST00927,PROD00071,Europe West,5,454.14,0.15
SALE0000226,2024-08-26,CUST00468,PROD00039,Europe West,5,1157.54,0.0
SALE0000227,2025-04-22,CUST00052,PROD00048,North America,2,1351.5,0.2
SALE0000228,2024-06-29,CUST00896,PROD00131,Europe South,1,551.19,0.2
SALE0000229,2024-10-26,CUST00369,PROD00157,Europe Central,6,604.69,0.05
SALE0000230,2024-04-30,CUST00098,PROD00132,North America,1,158.63,0.0
SALE0000231,2024-05-23,CUST00680,PROD00041,Europe Central,3,915.84,0.0
SALE0000232,2025-01-03,CUST00916,PROD00006,Asia Pacific,8,660.23,0.1
SALE0000233,2024-10-03,CUST00900,PROD00020,Asia Pacific,2,1485.97,0.0
SALE0000234,2024-12-18,CUST00188,PROD00034,Europe South,2,68.42,0.05
SALE0000235,2025-02-15,CUST00986,PROD00081,North America,8,744.15,0.0
SALE0000236,2025-01-31,CUST00707,PROD00138,Europe West,8,937.45,0.2
SALE0000237,2025-03-09,CUST00665,PROD00126,Europe South,3,1703.32,0.0
SALE0000238,2024-05-17,CUST00713,PROD00035,Europe South,1,1616.14,0.2
SALE0000239,2024-06-14,CUST00107,PROD00105,Europe West,7,483.95,0.1
SALE0000240,2025-05-11,CUST00822,PROD00099,Europe South,10,676.68,0.15
SALE0000241,2025-03-26,CUST00186,PROD00120,Asia Pacific,10,794.76,0.05
SALE0000242,2025-01-04,CUST00627,PROD00069,Europe Central,1,1349.92,0.2
SALE0000243,2025-12-03,CUST00902,PROD00020,Europe Central,3,1485.97,0.05
SALE0000244,2025-05-16,CUST00116,PROD00094,North America,7,57.58,0.05
SALE0000245,2024-02-19,CUST00065,PROD00029,Europe Central,5,262.59,0.15
SALE0000246,2024-11-19,CUST00013,PROD00070,Europe West,9,114.82,0.2
SALE0000247,2025-08-15,CUST00742,PROD00082,North America,10,590.27,0.0
SALE0000248,2025-11-18,CUST00895,PROD00097,Europe West,6,1389.99,0.1
SALE0000249,2025-06-21,CUST00705,PROD00085,Europe West,10,492.74,0.0
SALE0000250,2025-03-21,CUST00678,PROD00003,Europe West,4,1842.64,0.05
SALE0000251,2024-12-22,CUST00680,PROD00043,Europe Central,7,1720.13,0.0
SALE0000252,2025-07-27,CUST00914,PROD00093,Europe South,10,1865.47,0.0
SALE0000253,2024-01-14,CUST00659,PROD00014,Europe South,3,484.89,0.1
SALE0000254,2025-04-27,CUST00873,PROD00023,Europe South,8,1418.72,0.2
SALE0000255,2024-06-20,CUST00077,PROD00075,North America,8,1755.21,0.0
SALE0000256,2024-09-05,CUST00339,PROD00131,Europe West,5,551.19,0.0
SALE0000257,2025-06-05,CUST00229,PROD00040,Asia Pacific,9,163.37,0.15
SALE0000258,2025-01-24,CUST00413,PROD00140,North America,4,1076.49,0.0
SALE0000259,2025-04-17,CUST00455,PROD00135,Europe Central,10,1173.57,0.05
SALE0000260,2024-04-02,CUST00878,PROD00120,Europe South,8,794.76,0.05
SALE0000261,2024-11-21,CUST00122,PROD00146,Europe West,8,1617.12,0.15
SALE0000262,2025-11-02,CUST00019,PROD00021,North America,2,1483.91,0.05
SALE0000263,2025-02-28,CUST00037,PROD00143,Europe South,9,623.53,0.1
SALE0000264,2024-01-03,CUST00846,PROD00025,Europe West,2,336.03,0.2
SALE0000265,2025-09-12,CUST00987,PROD00073,Europe Central,10,101.4,0.15
SALE0000266,2024-11-09,CUST00912,PROD00003,Europe Central,9,1842.64,0.1
SALE0000267,2024-08-01,CUST00671,PROD00084,Europe South,8,1481.76,0.0
SALE0000268,2025-01-09,CUST00846,PROD00089,Europe West,1,1467.6,0.2
SALE0000269,2024-08-18,CUST00865,PROD00146,Europe South,8,1617.12,0.0
SALE0000270,2025-07-29,CUST00786,PROD00093,North America,10,1865.47,0.1
SALE0000271,2025-05-01,CUST00734,PROD00053,North America,6,34.45,0.15
SALE0000272,2025-04-10,CUST00117,PROD00142,Europe West,2,423.2,0.2
SALE0000273,2025-11-07,CUST00228,PROD00027,Asia Pacific,1,1050.78,0.0
SALE0000274,2024-12-31,CUST00850,PROD00145,Europe West,5,189.94,0.1
SALE0000275,2025-06-20,CUST00383,PROD00024,North America,2,1405.98,0.0
SALE0000276,2024-06-19,CUST00505,PROD00142,Asia Pacific,3,423.2,0.2
SALE0000277,2025-02-25,CUST00110,PROD00083,North America,5,1571.17,0.1
SALE0000278,2024-07-21,CUST00193,PROD00161,North America,2,1498.68,0.2
SALE0000279,2025-02-08,CUST00221,PROD00145,Europe Central,8,189.94,0.2
SALE0000280,2024-07-16,CUST00734,PROD00102,North America,6,1478.78,0.0
SALE0000281,2025-03-02,CUST00048,PROD00020,Asia Pacific,10,1485.97,0.0
SALE0000282,2025-04-08,CUST00469,PROD00088,Europe South,10,1554.01,0.1
SALE0000283,2024-05-19,CUST00987,PROD00092,Europe Central,8,309.63,0.0
SALE0000284,2025-06-29,CUST00754,PROD00068,Europe West,1,751.89,0.1
SALE0000285,2025-03-21,CUST00859,PROD00047,Europe South,10,1789.59,0.05
SALE0000286,2025-06-06,CUST00800,PROD00039,Asia Pacific,3,1157.54,0.15
SALE0000287,2025-08-17,CUST00178,PROD00078,Europe South,3,628.29,0.0
SALE0000288,2025-02-02,CUST00674,PROD00125,Europe West,10,590.44,0.1
SALE0000289,2024-11-27,CUST00517,PROD00130,Europe South,7,642.93,0.05
SALE0000290,2025-09-17,CUST00938,PROD00035,Europe South,4,1616.14,0.0
SALE0000291,2025-02-13,CUST00987,PROD00032,Europe Central,6,1773.97,0.0
SALE0000292,2025-04-10,CUST00825,PROD00114,Europe South,3,1404.69,0.0
SALE0000293,2025-02-28,CUST00617,PROD00125,Europe South,9,590.44,0.0
SALE0000294,2025-12-21,CUST00561,PROD00103,Europe West,6,621.95,0.15
SALE0000295,2025-07-22,CUST00648,PROD00076,Europe West,4,1733.4,0.0
SALE0000296,2024-08-04,CUST00640,PROD00112,Europe West,5,1795.6,0.15
SALE0000297,2024-12-21,CUST00944,PROD00011,Europe South,3,627.24,0.15
SALE0000298,2025-10-29,CUST00999,PROD00131,Europe South,3,551.19,0.1
SALE0000299,2025-07-11,CUST00711,PROD00018,Europe Central,6,1221.58,0.15
SALE0000300,2024-04-30,CUST00780,PROD00058,Europe South,6,1716.4,0.1
SALE0000301,2025-05-08,CUST00597,PROD00074,Europe South,10,807.84,0.15
SALE0000302,2025-12-30,CUST00428,PROD00049,North America,9,239.51,0.0
SALE0000303,2025-03-10,CUST00828,PROD00058,Europe Central,1,1716.4,0.1
SALE0000304,2024-04-21,CUST00026,PROD00030,Europe South,7,1564.44,0.0
SALE0000305,2024-02-26,CUST00687,PROD00033,Europe West,1,1545.15,0.0
SALE0000306,2024-10-02,CUST00769,PROD00162,Europe Central,3,507.21,0.0
SALE0000307,2025-12-02,CUST00257,PROD00118,Europe West,3,1015.8,0.2
SALE0000308,2024-03-06,CUST00708,PROD00165,Asia Pacific,5,288.19,0.0
SALE0000309,2025-07-10,CUST00034,PROD00057,Europe South,6,1863.01,0.2
SALE0000310,2025-04-10,CUST00105,PROD00013,Europe West,10,1907.32,0.2
SALE0000311,2025-11-24,CUST00758,PROD00094,North America,9,57.58,0.2
SALE0000312,2024-08-19,CUST00761,PROD00058,Europe South,9,1716.4,0.05
SALE0000313,2024-09-02,CUST00524,PROD00094,Europe West,5,57.58,0.15
SALE0000314,2025-11-13,CUST00049,PROD00086,Europe South,7,742.86,0.05
SALE0000315,2025-03-04,CUST00980,PROD00129,Europe South,6,1473.35,0.1
SALE0000316,2024-02-27,CUST00014,PROD00152,North America,5,305.16,0.0
SALE0000317,2025-09-29,CUST00890,PROD00004,Asia Pacific,8,1948.88,0.2
SALE0000318,2024-08-20,CUST00934,PROD00101,North America,6,758.79,0.2
SALE0000319,2025-08-27,CUST00560,PROD00135,Europe South,10,1173.57,0.0
SALE0000320,2024-07-19,CUST00302,PROD00065,Europe West,8,1443.37,0.0
SALE0000321,2025-12-02,CUST00077,PROD00052,North America,3,1718.79,0.0
SALE0000322,2025-06-12,CUST00123,PROD00135,Europe West,7,1173.57,0.0
SALE0000323,2025-03-16,CUST00286,PROD00081,North America,9,744.15,0.0
SALE0000324,2024-05-15,CUST00165,PROD00075,Europe West,10,1755.21,0.2
SALE0000325,2024-09-20,CUST00006,PROD00149,North America,6,1210.57,0.05
SALE0000326,2025-12-29,CUST00960,PROD00003,Europe South,3,1842.64,0.0
SALE0000327,2024-06-08,CUST00951,PROD00012,North America,6,880.6,0.1
SALE0000328,2024-02-24,CUST00793,PROD00148,Europe West,10,1412.36,0.2
SALE0000329,2025-11-10,CUST00309,PROD00104,Europe Central,8,1064.33,0.2
SALE0000330,2025-08-11,CUST00564,PROD00126,North America,6,1703.32,0.0
SALE0000331,2025-12-27,CUST00326,PROD00112,Asia Pacific,9,1795.6,0.0
SALE0000332,2024-07-09,CUST00534,PROD00046,Europe South,2,1548.92,0.2
SALE0000333,2025-06-03,CUST00164,PROD00132,North America,7,158.63,0.1
SALE0000334,2025-07-05,CUST00414,PROD00057,Europe South,2,1863.01,0.0
SALE0000335,2024-08-16,CUST00905,PROD00133,Asia Pacific,4,413.4,0.15
